chinese_name,name,unit_price,price,min_p,max_p,gap,url
宏固豆腐,Macro Firm Tofu,6.67,3.0,3.0,3.0,0.0,https://www.woolworths.com.au/shop/productdetails/23038
贝尔农场红薯片,Bell Farms Sweet Potato Chips,6.67,5.0,5.0,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/125189
强根脆皮薯条,Strong Roots Crispy Skinny Fries,9.33,7.0,5.5,7.5,1.5,https://www.woolworths.com.au/shop/productdetails/219725
V8 热带果汁,V8 Tropical Juice Juice,9.0,2.7,2.0,2.7,0.7,https://www.woolworths.com.au/shop/productdetails/750803
佳得乐运动饮料热带电解质水袋,Gatorade Sports Drinks Tropical Electrolyte Hydration Bottle,3.33,2.0,2.0,4.0,0.0,https://www.woolworths.com.au/shop/productdetails/30446
佳得乐运动饮料柠檬酸橙电解质水合瓶,Gatorade Sports Drinks Lemon Lime Electrolyte Hydration Bottle,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/30441
佳得乐运动饮料 Blue Bolt 电解质水瓶,Gatorade Sports Drinks Blue Bolt Electrolyte Hydration Bottle,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/30486
佳得乐运动饮料葡萄电解质水合瓶,Gatorade Sports Drinks Grape Electrolyte Hydration Bottle,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/262841
佳得乐运动饮料橙冰电解质水瓶,Gatorade Sports Drinks Orange Ice Electrolyte Hydration Bottle,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/30450
佳得乐运动饮料西瓜冷电解质水合瓶,Gatorade Sports Drinks Watermelon Chill Electrolyte Hydration Bottle,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/245411
佳得乐运动饮料青苹果电解质水瓶,Gatorade Sports Drinks Green Apple Electrolyte Hydration Bottle,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/899990
佳得乐运动饮料无糖冰川冷冻瓶,Gatorade Sports Drinks Sugar Free Glacier Freeze Bottle,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/152235
佳得乐 G Active 运动饮料浆果水电解质和维生素,Gatorade G Active Sports Drinks Berry Water Electrolytes & Vitamins,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/594960
佳得乐 G Active 运动饮料 葡萄水 电解质和维生素,Gatorade G Active Sports Drinks Grape Water Electrolytes & Vitamins,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/173487
佳得乐运动饮料无糖浆果电解质水化瓶,Gatorade Sports Drinks Sugar Free Berry Electrolyte Hydration Bottle,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/153052
佳得乐运动饮料无糖葡萄电解质水瓶,Gatorade Sports Drink Sugar Free Grape Electrolyte Hydration Bottle,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/613988
佳得乐运动饮料无糖橙色电解质瓶,Gatorade Sports Drinks Sugar Free Orange Electrolyte Bottle,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/152303
佳得乐 G Active 运动饮料 芒果水 电解质和维生素,Gatorade G Active Sports Drinks Mango Water Electrolytes & Vitamins,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/802510
佳得乐 G 活性桃子饮料 桃子,Gatorade G Active Peach Drink Peach,6.67,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/623345
Brooklea希腊风味酸奶无添加糖,Brooklea Greek Style Yoghurt No Added Sugar,6.65,4.99,4.99,4.99,0.0,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/brooklea-greek-style-yoghurt-no-added-sugar-750g/
三三甜芥末泡菜,Three Threes Sweet Mustard Pickles,6.73,3.5,0.99,3.5,2.51,https://www.igashop.com.au/product/three-threes-sweet-mustard-pickles-35330
今晚鸡肉煨酱奶油奶酪和培根,Chicken Tonight Simmer Sauce Creamy Cheese & Bacon,6.71,3.29,3.29,3.29,0.0,https://www.igashop.com.au/product/chicken-tonight-simmer-sauce-creamy-cheese-&-bacon-160000018204
今晚鸡肉煨酱奶油奶酪和培根,Chicken Tonight Simmer Sauce Creamy Cheese & Bacon,6.71,3.29,3.29,3.29,0.0,https://www.igashop.com.au/product/chicken-tonight-simmer-sauce-creamy-cheese-&-bacon-88189
鸟眼啤酒面糊片,Birds Eye Beer Batter Chips,7.33,5.5,4.0,5.6,1.5,https://www.igashop.com.au/product/birds-eye-beer-batter-chips-149773
黑色和金色冷冻点心模拟人生,Black & Gold Frozen Dim Sims,6.7,6.7,6.7,6.7,0.0,https://www.igashop.com.au/product/black-&-gold-frozen-dim-sims-108175
彼得斯无糖香草浴缸,Peters No Sugar Added Vanilla Tub,6.67,8.0,8.0,8.0,0.0,https://www.woolworths.com.au/shop/productdetails/120079
南娜的家庭馅饼和甜点苹果派,Nanna's Family Pies & Desserts Apple Pie,8.33,5.0,4.0,5.0,1.0,https://www.woolworths.com.au/shop/productdetails/96610
Woolworths 自制啤酒,Woolworths Home Brew Draught,6.76,11.5,11.5,11.5,0.0,https://www.woolworths.com.au/shop/productdetails/74631
Woolworths 自酿啤酒,Woolworths Home Brew Lager,6.76,11.5,11.5,11.5,0.0,https://www.woolworths.com.au/shop/productdetails/192228
小屋农场谷仓下蛋,Lodge Farms Barn Laid Eggs,7.41,5.19,4.79,5.19,0.4,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/lodge-farms-barn-laid-eggs-12pk/700g/
黑金番茄酱,Black & Gold Tomato Paste,6.79,0.95,0.95,0.95,0.0,https://www.igashop.com.au/product/black-&-gold-tomato-paste-98930
SunRice 印度香米,SunRice Basmati Aromatic Rice,6.8,6.8,6.8,6.8,0.0,https://www.igashop.com.au/product/sunrice-basmati-aromatic-rice-381210
黑金椰子干,Black & Gold Desiccated Coconut,10.1,5.05,3.4,5.05,1.65,https://www.igashop.com.au/product/black-&-gold-desiccated-coconut-91239
永远新鲜的黄瓜莳萝,Always Fresh Cucumber Dill,6.76,4.6,3.6,4.6,1.0,https://www.igashop.com.au/product/always-fresh-cucumber-dill-9680
始终新鲜的黄瓜波兰食人魔,Always Fresh Cucumbers Polish Ogor,6.76,4.6,3.6,4.6,1.0,https://www.igashop.com.au/product/always-fresh-cucumbers-polish-ogor-400852
永远新鲜的黄瓜，酸甜,Always Fresh Cucumbers Sweet & Sour,6.76,4.6,1.99,4.6,2.61,https://www.igashop.com.au/product/always-fresh-cucumbers-sweet-&-sour-400844
Dolmio经典番茄意大利面酱,Dolmio Classic Tomato Pasta Sauce,5.9,2.95,2.95,3.4,0.0,https://www.igashop.com.au/product/dolmio-classic-tomato-pasta-sauce-390086
Dolmio 经典番茄配罗勒意大利面酱,Dolmio Classic Tomato with Basil Pasta Sauce,6.8,3.4,3.4,3.4,0.0,https://www.igashop.com.au/product/dolmio-classic-tomato-with-basil-pasta-sauce-390078
菜单上的牛肉宽面条 Null,On The Menu Beef Lasagne Null,6.75,13.5,10.8,13.5,2.7,https://www.woolworths.com.au/shop/productdetails/574627
农夫联盟纯蜂蜜希腊风味酸奶,Farmers Union Greek Style Yogurt With Pure Honey,6.84,6.5,6.5,6.5,0.0,https://www.woolworths.com.au/shop/productdetails/489674
原C纯天然椰子水,Raw C Pure Natural Coconut Water,8.57,3.0,2.0,3.0,1.0,https://www.woolworths.com.au/shop/productdetails/390445
幸运葡萄干,Lucky Raisins,13.75,5.5,2.75,5.5,2.75,https://www.woolworths.com.au/shop/productdetails/392403
幸运什锦水果,Lucky Mixed Fruit,13.75,5.5,4.0,5.5,1.5,https://www.woolworths.com.au/shop/productdetails/392196
鸟眼金脆薯饼,Birds Eye Golden Crunch Hash Browns,6.88,5.5,5.5,5.5,0.0,https://www.woolworths.com.au/shop/productdetails/228797
富兰克林山微气泡水,Mount Franklin Lightly Sparkling Water,6.89,3.1,3.1,3.1,0.0,https://www.woolworths.com.au/shop/productdetails/333023
富兰克林山矿泉水微气泡石灰瓶,Mount Franklin Mineral Water Lightly Sparkling Lime Bottle,6.89,3.1,3.1,3.1,0.0,https://www.woolworths.com.au/shop/productdetails/760280
Wokka Noodles 黄金福建货架 新鲜,Wokka Noodles Golden Hokkien Shelf Fresh,3.41,1.5,1.5,3.05,0.0,https://www.igashop.com.au/product/wokka-noodles-golden-hokkien-shelf-fresh-491277
阿德莫纳派水果苹果切片,Ardmona Pie Fruit Apples Sliced,3.12,2.5,2.5,5.5,0.0,https://www.igashop.com.au/product/ardmona-pie-fruit-apples-sliced-350811
CSR 优质咖啡糖晶体,CSR Premium Coffee Sugar Crystals,3.58,1.79,1.79,4.1,0.0,https://www.igashop.com.au/product/csr-premium-coffee-sugar-crystals-42939
Mutti Passata 番茄泥,Mutti Passata Tomato Puree,6.86,4.8,4.25,4.8,0.55,https://www.igashop.com.au/product/mutti-passata-tomato-puree-180000000378
朝阳杏子杏仁麦片,Morning Sun Apricot & Almond Muesli,6.92,4.5,4.5,4.5,0.0,https://www.igashop.com.au/product/morning-sun-apricot-&-almond-muesli-21556
Tip Top Sunbest 软白色三明治,Tip Top Sunblest Soft White Sandwich,6.62,4.3,4.0,4.49,0.3,https://www.igashop.com.au/product/tip-top-sunblest-soft-white-sandwich-468850
顶级 Sunbless 软白吐司,Tip Top Sunblest Soft White Toast,6.62,4.3,4.0,4.49,0.3,https://www.igashop.com.au/product/tip-top-sunblest-soft-white-toast-468648
麦凯恩快煮薯条皱纹切,McCain Quick Cook Chips Crinkle Cut  ,6.73,5.05,4.9,5.8,0.15,https://www.igashop.com.au/product/mccain-quick-cook-chips-crinkle-cut---311650
圆豆,Beans Round,6.9,6.9,4.9,9.9,2.0,https://www.woolworths.com.au/shop/productdetails/134072
幸运醋栗,Lucky Currants,13.75,5.5,2.75,5.5,2.75,https://www.woolworths.com.au/shop/productdetails/392215
青辣椒,Green Capsicum,5.7,1.54,1.54,1.89,0.0,https://www.igashop.com.au/product/green-capsicum-80060012
香蕉,Bananas,7.0,1.26,1.26,1.26,0.0,https://www.igashop.com.au/product/bananas-80060017
粉红佳人苹果,Pink Lady Apples,7.0,1.4,1.4,1.4,0.0,https://www.igashop.com.au/product/pink-lady-apples-80060028
斯泰格斯鸡翅,Steggles Chicken Wings,6.99,4.89,4.89,4.89,0.0,https://www.igashop.com.au/product/steggles-chicken-wings-180000115
桑尼维尔橄榄酱常规,Sunnyvale Olive Spread Regular,6.98,3.49,3.49,3.49,0.0,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/sunnyvale-olive-spread-regular-500g/
桑尼维尔橄榄传播灯,Sunnyvale Olive Spread Light,6.98,3.49,3.49,3.49,0.0,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/sunnyvale-olive-spread-light-500g/
社区公司微波印度香米,Community Co Microwave Basmati Rice,7.6,1.9,1.75,1.9,0.15,https://www.igashop.com.au/product/community-co-microwave-basmati-rice-936560
社区公司微波炉糙米,Community Co Microwave Brown Rice,7.6,1.9,1.75,1.9,0.15,https://www.igashop.com.au/product/community-co-microwave-brown-rice-936581
皇后葡萄糖浆,Queen Glucose Syrup,6.98,3.49,3.49,3.49,0.0,https://www.igashop.com.au/product/queen-glucose-syrup-48935
黑色和金色苏格兰手指饼干,Black & Gold Scotch Finger Biscuit,7.0,1.75,1.75,1.75,0.0,https://www.igashop.com.au/product/black-&-gold-scotch-finger-biscuit-94203
社区公司 去核日期,Community Co Pitted Dates,7.0,3.5,3.5,3.5,0.0,https://www.igashop.com.au/product/community-co-pitted-dates-860989
Community Co 粉红盐补充装,Community Co Pink Salt Refill,3.72,1.49,1.49,3.5,0.0,https://www.igashop.com.au/product/community-co-pink-salt-refill-835816
Leggo的意大利面酱烤大蒜,Leggo's Pasta Sauce Roasted Garlic,6.98,3.49,3.49,3.49,0.0,https://www.igashop.com.au/product/leggo's-pasta-sauce-roasted-garlic-612535
Leggo 的意大利面烘焙 Tomoto 乳清干酪菠菜,Leggo's Pasta Bake Tomoto Ricotta Spinach,6.98,3.49,3.49,3.49,0.0,https://www.igashop.com.au/product/leggo's-pasta-bake-tomoto-ricotta-spinach-612577
Leggo的金枪鱼烘烤,Leggo's Tuna Bake,6.98,3.49,3.49,3.49,0.0,https://www.igashop.com.au/product/leggo's-tuna-bake-612569
赫尔加的混合谷物面包切片面包,Helga's Mixed Grain Loaf Sliced Bread,6.12,5.2,4.9,5.99,0.3,https://www.igashop.com.au/product/helga's-mixed-grain-loaf-sliced-bread-329161
麦凯恩豌豆和超级多汁玉米,McCain Peas & Super Juicy Corn,7.0,7.0,7.0,7.0,0.0,https://www.igashop.com.au/product/mccain-peas-&-super-juicy-corn-109765
麦凯恩酒吧风格薯条,McCain Pub Style Fries,5.32,3.99,3.99,6.0,0.0,https://www.igashop.com.au/product/mccain-pub-style-fries-148044
麦凯恩酒吧风格薯角,McCain Pub Style Potato Wedges,8.0,6.0,4.4,6.0,1.6,https://www.igashop.com.au/product/mccain-pub-style-potato-wedges-154215
麦凯恩冬季混合蔬菜,McCain Winter Mixed Vegetables,7.0,7.0,7.0,7.0,0.0,https://www.igashop.com.au/product/mccain-winter-mixed-vegetables-159100
潘帕斯酥皮糕点,Pampas Shortcrust Pastry,7.0,7.0,6.8,7.0,0.2,https://www.igashop.com.au/product/pampas-shortcrust-pastry-196136
带皮鸡大腿肉片,Chicken Thigh Cutlets Skin On,7.5,7.5,7.0,7.5,0.5,https://www.woolworths.com.au/shop/productdetails/354118
Steggles 家族烤全鸡,Steggles Family Roast Whole Chicken,5.65,17.5,7.0,17.5,10.5,https://www.woolworths.com.au/shop/productdetails/826675
潘帕斯酥皮糕点 5 片,Pampas Shortcrust Pastry 5 Sheets,6.2,6.2,6.2,7.0,0.0,https://www.woolworths.com.au/shop/productdetails/32897
必需品 碎鸡块,Essentials Crumbed Chicken Nuggets,7.0,3.5,3.5,3.5,0.0,https://www.woolworths.com.au/shop/productdetails/97997
Woolworths 派对混合分享包,Woolworths Party Mix Share Pack,7.0,7.0,7.0,7.0,0.0,https://www.woolworths.com.au/shop/productdetails/239405
Remedy 有机康普茶姜柠檬,Remedy Organic Kombucha Ginger Lemon,6.0,4.5,4.5,7.5,0.0,https://www.woolworths.com.au/shop/productdetails/662367
Remedy 有机康普茶芒果激情,Remedy Organic Kombucha Mango Passion,6.0,4.5,4.5,7.5,0.0,https://www.woolworths.com.au/shop/productdetails/91082
Remedy康普茶粉红葡萄柚,Remedy Kombucha Pink Grapefruit,6.0,4.5,4.5,7.5,0.0,https://www.woolworths.com.au/shop/productdetails/248449
补救康普茶野生浆果,Remedy Kombucha Wild Berry,6.0,4.5,4.5,7.5,0.0,https://www.woolworths.com.au/shop/productdetails/124742
Remedy 有机康普茶覆盆子柠檬水,Remedy Organic Kombucha Raspberry Lemonade,6.0,4.5,4.5,7.5,0.0,https://www.woolworths.com.au/shop/productdetails/671437
Remedy 有机康普茶苹果脆,Remedy Organic Kombucha Apple Crisp,7.0,5.25,5.25,7.5,0.0,https://www.woolworths.com.au/shop/productdetails/662349
Coca - 可乐减肥软饮料瓶,Coca - Cola Diet Soft Drink Bottle Bottle,7.08,4.25,4.0,4.25,0.25,https://www.woolworths.com.au/shop/productdetails/93166
瓶芬达橙子零糖软饮料瓶,Fanta Orange Zero Sugar Soft Drink Bottles,7.08,4.25,4.0,4.25,0.25,https://www.woolworths.com.au/shop/productdetails/244282
雪碧柠檬水软饮料瓶,Sprite Lemonade Soft Drink Bottle,7.08,4.25,4.0,4.25,0.25,https://www.woolworths.com.au/shop/productdetails/93187
可口可乐覆盆子零糖软饮料瓶,Coca - Cola Raspberry Zero Sugar Soft Drink Bottle,7.08,4.25,4.0,4.25,0.25,https://www.woolworths.com.au/shop/productdetails/285384
可口可乐香草软饮料瓶,Coca - Cola Vanilla  Soft Drink Bottle,7.08,4.25,4.0,4.25,0.25,https://www.woolworths.com.au/shop/productdetails/180910
雪碧零糖软饮料瓶,Sprite Zero Sugar Soft Drink Bottle,7.08,4.25,4.0,4.25,0.25,https://www.woolworths.com.au/shop/productdetails/864460
芬达覆盆子零糖软饮料瓶,Fanta Raspberry Zero Sugar Soft Drink Bottles,7.08,4.25,4.0,4.25,0.25,https://www.woolworths.com.au/shop/productdetails/243795
可口可乐零糖香草软饮料瓶,Coca - Cola Zero Sugar Vanilla Soft Drink Bottle,7.08,4.25,4.0,4.25,0.25,https://www.woolworths.com.au/shop/productdetails/803079
Valcom 罐装笋片,Valcom Canned Bamboo Shoots Sliced,4.4,0.99,0.99,1.6,0.0,https://www.igashop.com.au/product/valcom-canned-bamboo-shoots-sliced-497265
Edgell混合蔬菜,Edgell Mixed Vegetables,7.14,3.0,3.0,3.0,0.0,https://www.igashop.com.au/product/edgell-mixed-vegetables-393178
古尔本谷杏子汁,Goulburn Valley Apricot Halves in Juice,7.14,5.0,3.0,5.0,2.0,https://www.igashop.com.au/product/goulburn-valley-apricot-halves-in-juice-77992
古尔本谷桃汁,Goulburn Valley Peaches In Juice,7.14,5.0,3.0,5.0,2.0,https://www.igashop.com.au/product/goulburn-valley-peaches-in-juice-391773
古尔本谷两种水果果汁,Goulburn Valley Two Fruits in Juice,7.14,5.0,3.0,5.0,2.0,https://www.igashop.com.au/product/goulburn-valley-two-fruits-in-juice-393424
Leggo 的意大利面烤白千层面,Leggo's Pasta Bake White Lasagne,7.12,3.49,3.49,3.49,0.0,https://www.igashop.com.au/product/leggo's-pasta-bake-white-lasagne-885777
尖顶鸟一只白色,Tip Top Bird The One White,6.71,4.7,4.4,4.99,0.3,https://www.igashop.com.au/product/tip-top-bird-the-one-white-712521
金色松饼吐司,Golden Crumpet Toast,10.0,7.0,5.0,7.0,2.0,https://www.woolworths.com.au/shop/productdetails/87723
大麻康普茶椰子和酸橙 350ml,Hemp Kombucha Coconut & Lime 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073961612
Tea Gardens 康普茶柑橘柠檬青柠 350ml,Tea Gardens Kombucha Citrus Lemon Lime 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073961608
大麻康普茶蓝莓芙蓉 350ml,Hemp Kombucha Blueberry Hibiscus 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073961617
大麻康普茶生姜 350ml,Hemp Kombucha Ginger 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073961614
大麻康普茶芒果 350ml,Hemp Kombucha Mango 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073961615
大麻康普茶姜黄姜梨 350ml,Hemp Kombucha Turmeric Ginger & Pear 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073961613
大麻康普茶野生浆果 350ml,Hemp Kombucha Wild Berry 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073961616
Tea Gardens 康普茶椰子青柠 350ml,Tea Gardens Kombucha Coconut Lime 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073972244
茶园康普茶姜 350ml,Tea Gardens Kombucha Ginger 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073972247
茶园康普茶芒果 350ml,Tea Gardens Kombucha Mango 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073972245
Tea Gardens 康普茶石榴苹果 350ml,Tea Gardens Kombucha Pomegranate & Apple 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073961609
Tea Gardens 康普茶姜黄姜梨 350ml,Tea Gardens Kombucha Turmeric Ginger Pear 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073972246
Tea Gardens 康普茶野生浆果 350ml,Tea Gardens Kombucha Wild Berry 350ml,85.43,29.9,29.9,29.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073961623
Dare榛子拿铁风味牛奶,Dare Hazelnut Latte Flavoured Milk,5.67,4.25,4.25,5.35,0.0,https://www.woolworths.com.au/shop/productdetails/390491
大麻康普茶混合口味 350ml,Hemp Kombucha Mixed Flavours 350ml,171.14,59.9,59.9,59.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073961611
Tea Gardens 康普茶混合口味 350ml,Tea Gardens Kombucha Mixed Flavours 350ml,171.14,59.9,59.9,59.9,0.0,https://www.woolworths.com.au/shop/productdetails/1073961628
补救康普茶姜柠檬,Remedy Kombucha Ginger Lemon,4.2,5.25,5.25,8.95,0.0,https://www.woolworths.com.au/shop/productdetails/872606
Remedy 有机康普茶覆盆子柠檬水,Remedy Organic Kombucha Raspberry Lemonade,4.2,5.25,5.25,8.95,0.0,https://www.woolworths.com.au/shop/productdetails/113011
Remedy 有机康普茶百香果,Remedy Organic Kombucha Passionfruit,4.2,5.25,5.25,8.95,0.0,https://www.woolworths.com.au/shop/productdetails/151688
社区公司脆脆花生酱,Community Co Crunchy Peanut Butter,7.2,3.6,3.6,3.6,0.0,https://www.igashop.com.au/product/community-co-crunchy-peanut-butter-947150
社区公司顺滑花生酱,Community Co Smooth Peanut Butter,7.2,3.6,3.6,3.6,0.0,https://www.igashop.com.au/product/community-co-smooth-peanut-butter-947294
保罗香草奶油冻,Pauls Vanilla Custard,6.67,4.0,3.3,4.3,0.7,https://www.igashop.com.au/product/pauls-vanilla-custard-144537
鸟眼金脆马铃薯宝石,Birds Eye Golden Crunch Potato Gems,7.22,6.5,6.5,6.5,0.0,https://www.igashop.com.au/product/birds-eye-golden-crunch-potato-gems-190000004741
金宝汤真实库存减盐鸡,Campbell's Real Stock Salt Reduced Chicken,7.2,1.8,1.8,1.8,0.0,https://www.woolworths.com.au/shop/productdetails/749902
保罗奶油冻香草奶油冻,Pauls Custard Vanilla Custard,6.67,4.0,4.0,4.3,0.0,https://www.woolworths.com.au/shop/productdetails/47026
Woolworths 甘草混合品,Woolworths Liquorice Allsorts,5.92,2.25,2.25,2.75,0.0,https://www.woolworths.com.au/shop/productdetails/246048
V能量蓝,V Energy Blue,8.0,4.0,2.8,4.0,1.2,https://www.woolworths.com.au/shop/productdetails/705699
V能量能量饮料,V Energy Energy Drink,8.0,4.0,2.8,4.0,1.2,https://www.woolworths.com.au/shop/productdetails/315692
V 清爽青苹果柠檬水,V Refresh Green Apple Lemonade,8.0,4.0,2.8,4.0,1.2,https://www.woolworths.com.au/shop/productdetails/318545
V能量饮料热带唐罐,V Energy Drink Tropical Tang Can,5.6,2.8,2.8,4.0,0.0,https://www.woolworths.com.au/shop/productdetails/280397
V能量无糖蓝色,V Energy Sugar Free Blue,8.0,4.0,2.8,4.0,1.2,https://www.woolworths.com.au/shop/productdetails/112438
V Energy Refresh 菠萝西瓜罐头,V Energy Refresh Pineapple & Watermelon Can,8.0,4.0,2.8,4.0,1.2,https://www.woolworths.com.au/shop/productdetails/229961
鸟眼马铃薯宝石,Birds Eye Potato Gems,7.22,6.5,6.5,6.5,0.0,https://www.woolworths.com.au/shop/productdetails/180109
今晚鸡肉温和黄油鸡肉炖酱,Chicken Tonight Mild Butter Chicken Simmer Sauce,7.27,3.6,3.2,3.6,0.4,https://www.igashop.com.au/product/chicken-tonight-mild-butter-chicken-simmer-sauce-58003
坎通炒酱蜂蜜芝麻蒜,"Kan Tong Stir Fry Sauce Honey, Sesame & Garlic",8.85,4.6,2.2,4.6,2.4,"https://www.igashop.com.au/product/kan-tong-stir-fry-sauce-honey,-sesame-&-garlic-390434"
海军上将普通话片段,Admiral Mandarin Segments,3.87,1.2,1.2,2.25,0.0,https://www.igashop.com.au/product/admiral-mandarin-segments-441646
Green's Essential 香草蛋糕粉,Green's Essential Vanilla Cake Mix,8.82,3.0,2.49,3.0,0.51,https://www.igashop.com.au/product/green's-essential-vanilla-cake-mix-347025
今晚鸡肉印度黄油鸡肉煨酱,Chicken Tonight Indian Butter Chicken Simmer Sauce,7.27,3.6,3.2,3.6,0.4,https://www.igashop.com.au/product/chicken-tonight-indian-butter-chicken-simmer-sauce-20000006824
Community Co 乳制品免费传播,Community Co Dairy Free Spread,9.83,2.95,2.2,2.95,0.75,https://www.igashop.com.au/product/community-co-dairy-free-spread-836176
Community Co 迷你披萨饼底,Community Co Mini Pizza Bases,4.58,2.75,2.75,4.4,0.0,https://www.igashop.com.au/product/community-co-mini-pizza-bases-965844
鸟眼切碎洋葱,Birds Eye Chopped Onions,7.0,3.5,3.5,3.65,0.0,https://www.igashop.com.au/product/birds-eye-chopped-onions-106076
Birds Eye 蒸新鲜西兰花、胡萝卜和玉米,"Birds Eye Steam Fresh Broccoli, Carrots & Corn",7.33,5.5,5.5,5.5,0.0,"https://www.igashop.com.au/product/birds-eye-steam-fresh-broccoli,-carrots-&-corn-190000001203"
南娜的苹果碎,Nanna's Apple Crumble,11.82,6.5,4.0,6.5,2.5,https://www.igashop.com.au/product/nanna's-apple-crumble-155685
麦凯恩无麸质薯片,Mccain Gluten Free Potato Chips,7.33,5.5,5.5,5.5,0.0,https://www.woolworths.com.au/shop/productdetails/690845
Lodge Farms 超大散养鸡蛋,Lodge Farms Extra Large Free Range Eggs,8.13,5.69,5.19,5.69,0.5,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/lodge-farms-extra-large-free-range-eggs-12pk700g/
坎通菠萝糖醋炒酱,Kan Tong Pineapple Sweet & Sour Stir Fry Cooking Sauce,8.93,4.6,2.2,4.6,2.4,https://www.igashop.com.au/product/kan-tong-pineapple-sweet-&-sour-stir-fry-cooking-sauce-390382
坎通炒酱糖醋,Kan Tong Stir Fry Sauce Sweet & Sour,8.93,4.6,2.2,4.6,2.4,https://www.igashop.com.au/product/kan-tong-stir-fry-sauce-sweet-&-sour-390400
奥利奥饼干原创,Oreo Cookie Original,7.44,0.99,0.99,0.99,0.0,https://www.igashop.com.au/product/oreo-cookie-original-180000001403
奥利奥饼干原创,Oreo Cookie Original,7.44,0.99,0.99,0.99,0.0,https://www.igashop.com.au/product/oreo-cookie-original-20000004342
奥利奥饼干原创,Oreo Cookie Original,7.44,0.99,0.99,0.99,0.0,https://www.igashop.com.au/product/oreo-cookie-original-714837
奥利奥饼干三明治巧克力,Oreo Cookie Sandwich Chocolate,11.2,1.49,1.4,2.8,0.09,https://www.igashop.com.au/product/oreo-cookie-sandwich-chocolate-20000004341
格林蛋糕粉传统胡萝卜,Green's Cake Mix Traditional Carrot,7.02,3.3,2.8,3.8,0.5,https://www.igashop.com.au/product/green's-cake-mix-traditional-carrot-613188
格林传统湿润香草蛋糕粉,Green's Traditional Moist Vanilla Cake Mix,7.02,3.3,2.8,3.8,0.5,https://www.igashop.com.au/product/green's-traditional-moist-vanilla-cake-mix-346650
三三小黄瓜甜五香,Three Threes Gherkins Sweet Spiced,3.69,1.99,1.99,4.0,0.0,https://www.igashop.com.au/product/three-threes-gherkins-sweet-spiced-363856
今晚鸡肉蜂蜜芥末炖酱,Chicken Tonight Honey Mustard Simmer Sauce,7.42,3.6,3.6,3.6,0.0,https://www.igashop.com.au/product/chicken-tonight-honey-mustard-simmer-sauce-20000006823
今晚鸡肉炖酱蜂蜜芥末,Chicken Tonight Simmer Sauce Honey & Mustard,7.42,3.6,3.6,3.6,0.0,https://www.igashop.com.au/product/chicken-tonight-simmer-sauce-honey-&-mustard-58011
