chinese_name,name,current_price,min_price,max_price,price_gap
爱侣湾米棒中,Erawan Rice Stick Medium,3.0,3.0,3.0,0.0
金宝牛肉意大利面酱,Campbell's Spaghetti Sauce With Beef,5.3,5.3,5.3,0.0
圣雷莫即时烤肉卷,San Remo Instant Cannelloni,1.99,1.99,1.99,0.0
阿诺特的好,Arnott's Nice,1.99,1.99,1.99,0.0
社区公司苏丹,Community Co Sultanas,5.4,4.0,5.4,1.4
社区公司苏丹,Community Co Sultanas,5.4,4.0,5.4,1.4
CSR 优质德梅拉拉糖,CSR Premium Demerara Sugar,1.75,1.75,3.5,0.0
格林的传统经典巧克力蛋糕粉,Green's Traditional Classic Chocolate Cake Mix,3.3,2.49,3.8,0.81
格林传统的黄金黄油蛋糕粉,Green's Traditional Golden Butter Cake Mix,3.3,2.8,3.8,0.5
Leggo的意大利面烤晒干番茄大蒜,Leggo's Pasta Bake Sundried Tomato Garlic,4.7,4.0,4.7,0.7
免费乡村鸡腿,Free Country Chicken Drumsticks,4.0,4.0,4.0,0.0
Copha 油固体烹饪块,Copha Oil Solid Cooking Block,0.99,0.99,1.99,0.0
Flora ProActiv 降胆固醇涂抹黄油,Flora ProActiv Cholesterol Lowering Spread Buttery,3.99,3.99,3.99,0.0
橄榄园特级初榨橄榄油,Olive Grove Extra Virgin Olive Oil Spread,3.99,3.99,3.99,0.0
橄榄园精简版涂抹酱,Olive Grove Lite Spread,6.0,3.99,6.3,2.01
赫尔加的传统白面包,Helga's Traditional White Bread,5.2,4.9,5.99,0.3
Helga 的传统全麦面包,Helga's Traditional Wholemeal Bread,5.2,4.9,5.99,0.3
Nippy's 冰蜂窝风味牛奶,Nippy's Iced Honeycomb Flavoured Milk,4.5,3.99,4.5,0.51
鸟眼婴儿豆,Birds Eye Baby Beans,4.0,3.5,4.0,0.5
麦凯恩豆宝贝,McCain Beans Baby,4.0,3.2,4.0,0.8
麦凯恩玉米粒,McCain Corn Kernels,3.85,3.85,4.0,0.0
麦凯恩薯条快速烹饪迷你微笑,McCain Fries Quick Cook Mini Smiles,3.99,3.99,3.99,0.0
麦凯恩混合蔬菜豌豆、玉米和胡萝卜,"McCain Mixed Vegetables Peas, Corns & Carrots",3.85,3.6,4.0,0.25
麦凯恩豆片,McCain Sliced Beans,3.85,3.5,4.0,0.35
麦凯恩的豌豆和玉米,McCain's Pea's and Corn,3.85,3.6,4.0,0.25
Geo 特级初榨菜籽油,Geo Extra Virgin Canola Oil,6.0,4.5,6.0,1.5
Virgen de la Esperanza Arroz Calasparra 西班牙卡拉斯帕拉大米 5kg,Virgen de la Esperanza Arroz Calasparra Spanish Calasparra Rice 5kg,40.0,40.0,40.0,0.0
Woolworths Rspca 批准的马里兰至尊鸡,Woolworths Rspca Approved Chicken Maryland Supreme,7.6,6.18,7.6,1.42
Woolworths Cook 意大利式烤鸡份,Woolworths Cook Chicken Roasting Portions Italian Style,18.0,14.0,18.0,4.0
Woolworths 巧克力榛子酱,Woolworths Choc Hazelnut Spread,7.5,6.0,7.5,1.5
Creative Foods 冷冻大蒜面包 2 包,Creative Foods Chilled Garlic Bread 2 Pack,4.8,4.0,4.8,0.8
Yumi 的传统中东霍姆斯酱,Yumi's Traditional Middle Eastern Hommus Dip,8.0,7.2,8.0,0.8
毕加索厨房披萨面团球,Picasso Kitchen Pizza Dough Ball,2.0,1.5,2.0,0.5
奥贝拉·霍姆斯,Obela Hommus,8.0,7.2,8.0,0.8
Primo 薄热狗法兰克福,Primo Thin Hot Dog Frankfurts,4.0,3.5,4.0,0.5
Primo 热狗鸡尾酒法兰克福,Primo Hot Dog Cocktail Frankfurts,4.0,3.5,4.0,0.5
马拉松 Dim Sims Dim Sims,Marathon Dim Sims Dim Sims,10.5,10.5,12.0,0.0
麦凯恩直红薯片,Mccain Straight Sweet Potato Chips,6.0,6.0,7.7,0.0
阿诺特牛奶葛根原味饼干饼干,Arnott's Milk Arrowroot Plain Biscuits Biscuits,2.5,1.75,2.5,0.75
阿诺特的美味原味饼干饼干,Arnott's Nice Plain Biscuits Biscuits,2.5,1.75,2.5,0.75
阿诺特姜坚果原味饼干饼干,Arnott's Ginger Nut Plain Biscuits Biscuits,2.5,1.75,2.5,0.75
阿诺特的碎小麦原味饼干,Arnott's Shredded Wheatmeal Plain Biscuits,2.5,1.75,2.5,0.75
阿诺特牛奶咖啡原味饼干饼干,Arnott's Milk Coffee Plain Biscuits Biscuits,2.5,1.75,2.5,0.75
Woolworths 纯水饼干,Woolworths Plain Water Crackers,1.0,0.95,1.0,0.05
Woolworths 胡椒水饼干,Woolworths Cracked Pepper Water Crackers,1.0,0.95,1.0,0.05
Woolworths 咸味混合坚果,Woolworths Salted Mixed Nut,3.0,3.0,3.0,0.0
Woolworths 咸啤酒坚果,Woolworths Salted Beer Nuts,4.0,4.0,4.0,0.0
优质保湿柠檬水,Prime Hydration Lemonade,4.5,2.25,4.5,2.25
优质保湿草莓西瓜,Prime Hydration Strawberry Watermelon,4.5,2.25,4.5,2.25
Remedy Kick 黑莓能量饮料,Remedy Kick Energy Drink Blackberry,1.47,1.47,2.95,0.0
Remedy Kick 能量饮料芒果菠萝,Remedy Kick Energy Drink Mango Pineapple,1.47,1.47,2.95,0.0
Prime Hydration Meta Moon,Prime Hydration Meta Moon,4.5,2.25,4.5,2.25
优质保湿蓝莓,Prime Hydration Blue Raspberry,4.5,2.25,4.5,2.25
Glee Sours 西瓜味起泡果汁,Glee Sours Watermelon Flavoured Sparkling Fruit Juice,1.5,1.5,2.0,0.0
比克福德黑加仑果汁糖浆,Bickford's Blackcurrant Fruit Juice Syrup,5.0,5.0,6.0,0.0
欢乐合唱团热带风味气泡果汁,Glee Tropical Treat Flavoured Sparkling Fruit Juice,1.5,1.5,2.0,0.0
欢乐合唱团气泡果汁泡泡糖葡萄,Glee Sparkling Fruit Juice Bubblegum Grape,1.5,1.5,2.0,0.0
可可贝拉水合物覆盆子,Cocobella Hydrate Raspberry,3.0,2.0,4.0,1.0
热带可可贝拉水合物,Cocobella Hydrate Tropical,3.0,2.0,4.0,1.0
亨氏意大利面、香肠和番茄酱,Heinz Spaghetti & Sausages & Tomato Sauce,3.4,3.4,3.4,0.0
White Wings 帕森斯香草奶油米 98% 无脂,White Wings Parsons Vanilla Creamed Rice 98% Fat Free,3.5,3.2,3.5,0.3
白翅牛奶湿巧克力蛋糕粉,White Wings Milk Moist Chocolate Cake Mix,3.5,3.0,3.5,0.5
Community Co 水果蛋糕 深色,Community Co Fruit Cake Dark,6.5,6.5,6.5,0.0
鸟眼土豆泥,Birds Eye Mashed Potato,6.5,5.7,6.5,0.8
Woolworths 奶油意大利面沙拉,Woolworths Creamy Pasta Salad,6.0,6.0,7.0,0.0
Woolworths 经典凉拌卷心菜,Woolworths Classic Coleslaw,6.0,6.0,7.0,0.0
Woolworths 奶油土豆沙拉,Woolworths Creamy Potato Salad,6.0,6.0,7.0,0.0
Monster Energy Ultra 草莓梦想饮料,Monster Energy Ultra Strawberry Dreams Drink,4.3,3.0,4.3,1.3
Monster Energy Ultra Can,Monster Energy Ultra Can,4.3,3.0,4.3,1.3
Monster Energy 芒果乐可罐,Monster Energy Mango Loco Can,4.3,3.0,4.3,1.3
Monster Ultra Peachy Keen 能量饮料,Monster Ultra Peachy Keen Energy Drink,4.3,3.0,4.3,1.3
Monster 能量饮料 Ultra Fiesta 芒果味,Monster Energy Drink Ultra Fiesta Mango Flavour,4.3,3.0,4.3,1.3
怪物能源绿色罐,Monster Energy Green Can,4.3,3.0,4.3,1.3
Monster Energy 超级干罐,Monster Energy Super Dry Can,4.05,3.0,4.05,1.05
Monster Energy Ultra Rosa 罐头,Monster Energy Ultra Rosa Can,4.3,3.0,4.3,1.3
怪物能源管道打孔罐,Monster Energy Pipeline Punch Can,4.05,3.0,4.05,1.05
怪物能量超金,Monster Energy Ultra Gold,4.3,3.0,4.3,1.3
Monster Energy 原味零糖饮料,Monster Energy Original Zero Sugar Drink,4.3,3.0,4.3,1.3
赞扬 99% 无脂挤压蛋黄酱,Praise 99% Fat Free Squeeze Mayonnaise,4.5,4.5,4.5,0.0
鸟眼土豆泥,Birds Eye Mashed Potato,6.5,5.2,6.5,1.3
Edgell 青豌豆 绿色,Edgell Green Peas Green,1.8,1.8,1.8,0.0
黄金圈澳洲菠萝片糖浆,Golden Circle Australian Pineapple Pieces In Syrup,4.4,3.7,4.4,0.7
金环菠萝糖浆粉碎,Golden Circle Pineapple Crushed In Syrup,4.4,3.7,4.4,0.7
SPC 整颗西梅汁,SPC Whole Prunes in Juice,3.5,3.5,3.5,0.0
多尔米奥调味酱千层面酱,Dolmio Bechamel Lasagne Sauce,4.4,3.95,4.4,0.45
Dolmio 三奶酪意大利面烘焙酱,Dolmio Three Cheese Pasta Bake Sauce,4.0,4.0,4.0,0.0
黑色和金色整粒澳大利亚李子,Black & Gold Whole Australian Prunes,5.6,4.99,8.25,0.61
Lodge Farms 大型散养鸡蛋,Lodge Farms Large Free Range Eggs,5.49,4.99,5.49,0.5
金宝牛肉意大利面酱,Campbell's Spaghetti Sauce with Beef,3.4,3.4,3.4,0.0
贝加花生酱脆脆,Bega Peanut Butter Crunchy,6.49,6.49,6.49,0.0
格林巧克力泥蛋糕粉,Green's Chocolate Mud Cake Mix,5.5,2.99,5.5,2.51
始终新鲜的西班牙酿橄榄,Always Fresh Olives Spanish Stuffed,2.5,2.5,5.8,0.0
永远新鲜的传统酸菜,Always Fresh Traditional Sauerkraut,4.1,3.35,4.1,0.75
家乐氏玉米片,Kellogg's Corn Flakes,6.0,5.0,7.35,1.0
家乐氏苏丹娜麸皮,Kellogg's Sultana Bran,7.5,3.85,7.5,3.65
Jalna希腊酸奶,Jalna Greek Yoghurt,6.5,4.99,8.3,1.51
Community Co 乳制品免费传播,Community Co Dairy Free Spread,2.5,2.5,2.5,0.0
奥利奥浴缸,Oreo Tub,10.0,5.0,10.0,5.0
Milo 冷冻甜点桶,Milo Frozen Dessert Tub,10.0,5.0,10.0,5.0
Woolworths 香草蛋奶冻粉,Woolworths Vanilla Custard Powder,2.55,2.5,2.55,0.05
Mcvities浓茶饼干,Mcvities Rich Tea Biscuits,3.3,2.5,5.0,0.8
麦维蒂消化牛奶巧克力,Mcvitie's Digestives Milk Chocolate,3.3,2.2,5.5,1.1
麦维蒂消化黑巧克力,Mcvitie's Digestives Dark Chocolate,3.3,2.2,5.5,1.1
菲纳甘草,Fyna Liquorice,2.5,2.0,2.5,0.5
容器气泡泉水,Vessel Sparkling Spring Water,3.95,3.45,3.95,0.5
金环菠萝碎天然果汁,Golden Circle Pineapple Crushed In Natural Juice,4.4,3.7,4.4,0.7
金环天然果汁菠萝片,Golden Circle Pineapple Pieces In Natural Juice,4.4,3.7,4.4,0.7
天然果汁金环菠萝片,Golden Circle Pineapple Sliced In Natural Juice,4.4,3.7,4.4,0.7
Green's 蛋糕粉传统枣面包,Green's Cake Mix Traditional Date Loaf,3.3,2.8,3.8,0.5
三三甜菜根切片,Three Threes Beetroot Sliced,3.85,3.5,3.85,0.35
Tip Top 9 谷物原味,Tip Top 9 Grain Original,4.7,4.4,6.25,0.3
黑金鸡块,Black & Gold Chicken Nuggets,3.35,3.35,4.2,0.0
麦维蒂 Hobnobs 牛奶巧克力,Mcvitie's Hobnobs Milk Chocolate,3.3,2.2,5.5,1.1
Mcvitie's Hobnobs 黑巧克力燕麦饼干,Mcvitie's Hobnobs Dark Chocolate Oat Snap Cookie,3.3,2.2,5.5,1.1
著名苏打公司粉红柠檬水,Famous Soda Co Pink Lemonade,2.0,2.0,4.0,0.0
著名苏打公司零糖橘子,Famous Soda Co Zero Sugar Tangerine,2.0,2.0,4.0,0.0
四季骄傲土豆泥,Seasons Pride Potato Pommes,2.99,2.99,2.99,0.0
Farmdale全脂奶粉,Farmdale Full Cream Milk Powder,9.49,8.49,9.49,1.0
羊腿 2 包,Lamb Shanks 2 Pack,9.69,6.59,9.69,3.1
山毛榉烟熏野餐火腿,Beechwood Smoked Picnic Ham,27.0,22.95,27.0,4.05
圣雷莫无麸质原味宽面条,San Remo Gluten Free Original Fettuccine,1.99,1.99,2.99,0.0
Fehlbergs 墨西哥辣椒和辣椒混合,Fehlbergs Jalapenos & Chilli Mix,4.0,3.75,4.0,0.25
MasterFoods 配菜奶油芝士土豆烤,MasterFoods Side Dish Creamy Cheesy Potato Bake,1.49,1.49,1.49,0.0
萨拉·李法式香草冰淇淋,Sara Lee French Vanilla Ice Cream,9.35,6.6,12.0,2.75
莎莉冰淇淋经典超巧克力,Sara Lee Ice Cream Classic Ultra Chocolate,9.35,6.6,12.0,2.75
莎拉·李冰淇淋纵情洛基路超载,Sara Lee Ice Cream Indulgence Rocky Road Overload,9.35,6.6,12.0,2.75
宏观散养简易烤鸡配柠檬和香草馅,Macro Free Range Easy Roast Chicken With  Lemon & Herb Stuffing,15.75,13.65,17.85,2.1
Woolworths Rspca 批准的鸡翅,Woolworths Rspca Approved Chicken Wings,5.95,4.9,5.95,1.05
毕加索厨房厨房披萨底,Picasso Kitchen Kitchen Pizza Base,2.2,1.65,2.2,0.55
Blueline 海鲜碎鱼指,Blueline Seafood Crumbed Fish Fingers,8.5,8.5,8.5,0.0
Woolworths 家庭什锦饼干,Woolworths Family Assorted Biscuits,4.25,4.25,4.25,0.0
Woolworths 奶油什锦饼干,Woolworths Creams Assorted Biscuits,4.25,4.25,4.25,0.0
Perkii 草莓西瓜益生菌饮料,Perkii Strawberry Watermelon Probiotic Drink,4.4,3.2,4.4,1.2
Perkii 芒果百香果益生菌饮料,Perkii Mango Passionfruit Probiotic Drink,4.4,3.2,4.4,1.2
Leggo 的意大利面酱肉酱配大块番茄大蒜和香草,Leggo's Pasta Sauce Bolognese With Chunky Tomato Garlic & Herbs,4.0,2.5,4.6,1.5
Leggo的意大利面酱那不勒斯,Leggo's Pasta Sauce Napoletana,4.3,4.3,4.3,0.0
Leggo的意大利面酱花园蔬菜,Leggo's Pasta Sauce Garden Vegetable,4.0,2.5,4.6,1.5
Leggo的意大利面酱肉酱红酒,Leggo's Pasta Sauce Bolognese Red Wine,4.0,2.5,4.6,1.5
Leggos 肉酱培根味,Leggos Bolognese Bacon Flavour,2.8,2.8,4.3,0.0
亨氏每日汤袋装老式时尚鸡,Heinz Soup Of The Day Pouch Old Fashion Chicken,4.5,3.6,4.5,0.9
奶农浓稠奶油酸奶草莓,Dairy Farmers Thick & Creamy Yoghurt Strawberry,1.95,1.29,2.6,0.66
佩斯农场谷仓产下的鸡蛋,Pace Farm Barn Laid Eggs,7.49,5.99,7.49,1.5
添马谷希腊风味酸奶热带水果和奶油,Tamar Valley Greek Style Yoghurt Tropical Fruits & Cream,7.0,5.6,7.5,1.4
保罗农舍金奶冻香草香草,Pauls Farmhouse Gold Custard Vanilla Vanilla,6.9,5.5,6.9,1.4
Daly Potato Co. 迷迭香大蒜美味烤土豆,Daly Potato Co. Rosemary & Garlic Gourmet Roast Potato,3.9,3.9,3.9,0.0
劳森传统定居者谷物特厚切片面包,Lawson's Traditional Settler's Grain Extra Thick Sliced Bread,6.49,5.8,6.49,0.69
罗森传统白面包,Lawson's Traditional White Bread,6.49,5.8,6.49,0.69
顶级葡萄干吐司面包,Tip Top Raisin Toast Bread,6.1,4.5,6.5,1.6
洛根农场蚕豆,Logan Farm Broad Beans,4.1,4.1,4.35,0.0
Chobani Foodbank 希腊酸奶,Chobani Foodbank Greek Yogurt,6.3,6.3,7.9,0.0
Chobani Foodbank 希腊酸奶,Chobani Foodbank Greek Yogurt,6.3,6.3,7.9,0.0
市场价格土豆烘烤,Market Fare Potato Bake,6.59,6.59,6.99,0.0
Lo Bros 康普茶苏打柠檬酸橙苦味酒 6x4x250ml,Lo Bros Kombucha Soda Lemon Lime & Bitters 6x4x250ml,31.5,31.5,52.5,0.0
Lo Bros 康普茶覆盆子和柠檬 6x4x250ml,Lo Bros Kombucha Raspberry & Lemon 6x4x250ml,31.5,31.5,52.5,0.0
Jive 苹果桃子芒果猕猴桃冰沙,Jive Apple Peach Mango Kiwi Smoothie,3.5,3.5,3.5,0.0
Lo Bros 康普茶百香果 6x4x250ml,Lo Bros Kombucha Passionfruit 6x4x250ml,31.5,31.5,52.5,0.0
Lo Bros 康普茶菠萝酸橙 6x4x250ml,Lo Bros Kombucha Pineapple & Lime 6x4x250ml,31.5,31.5,52.5,0.0
Westacre Dairy 光滑乳清干酪,Westacre Dairy Smooth Ricotta,3.29,3.29,3.29,0.0
红眼能量饮料经典,Red Eye Energy Drink Classic,1.75,1.7,2.9,0.05
食物羡慕米饭布丁香草豆 2 x,Food Envy Rice Pudding Vanilla Bean 2 x,2.99,2.99,2.99,0.0
黑金饼干系列什锦,Black & Gold Biscuits Family Assorted,4.4,4.4,4.4,0.0
Green's Essential 巧克力蛋糕粉,Green's Essential Chocolate Cake Mix,3.0,3.0,3.0,0.0
白翼经典金色黄油蛋糕粉,White Wings Classics Golden Butter Cake Mix,3.3,3.0,3.5,0.3
Leggo的意大利面酱Carbonara,Leggo's Pasta Sauce Carbonara,4.6,2.5,4.6,2.1
Jalna A2 蛋白质天然酸奶,Jalna A2 Protein Natural Yoghurt,8.3,7.0,8.8,1.3
赫尔加的轻黑麦面包,Helga's Light Rye Loaf,5.2,4.9,5.99,0.3
劳森传统全麦面包,Lawsons Traditional Wholemeal Bread,6.6,5.8,6.6,0.8
洛根农场冷冻优质蔬菜混合物,Logan Farm Frozen Premium Vegetable Mix,4.4,4.4,4.4,0.0
Barilla Al Bronzo 意大利面,Barilla Al Bronzo Spaghetti,2.8,2.0,4.0,0.8
Barilla Al Bronzo Fusilli,Barilla Al Bronzo Fusilli,2.8,2.0,4.0,0.8
Barilla Al Bronzo 扁面条,Barilla Al Bronzo Linguine,2.8,2.0,4.0,0.8
Barilla Al Bronzo Penne Rigate,Barilla Al Bronzo Penne Rigate,2.8,2.0,4.0,0.8
Jalna A2 蛋白质全天然酸奶,Jalna A2 Protein All Natural Yoghurt,6.8,6.5,8.8,0.3
Jalna A2 蛋白全天然酸奶香草,Jalna A2 Protein All Natural Yoghurt Vanilla,6.8,6.5,8.8,0.3
金宝汤大汤锅,Campbell's Soup Chunky Stock Pot,2.25,2.25,4.5,0.0
Edgell 甜菜根片,Edgell Beetroot Slices,2.0,2.0,2.0,0.0
IXL 杏酱,IXL Apricot Jam,4.29,4.29,4.29,0.0
IXL 杏酱,IXL Apricot Jam,4.29,4.29,4.29,0.0
MasterFoods 蜂蜜芥末鸡酱,MasterFoods Honey Mustard Chicken Cooking Sauce,4.5,4.5,4.5,0.0
坎贝尔的厚罐头牛肉汤丰盛又饱满,Campbell's Chunky Canned Soup Beef Hearty & Filling,2.25,2.25,4.5,0.0
坎贝尔的厚罐头汤丰盛的爱尔兰炖菜,Campbell's Chunky Canned Soup Hearty Irish Stew,2.25,2.25,4.5,0.0
坎贝尔的厚罐头汤烤鸡和蔬菜,Campbell's Chunky Canned Soup Roast Chicken & Vegetable,2.25,2.25,4.5,0.0
Helga 的传统白色土耳其皮德面包,Helga's Traditional White Turkish Pide Loaf,3.6,3.2,3.99,0.4
如此美味的冰淇淋极乐香草,So Good Ice Cream Bliss Vanilla,9.5,8.9,9.5,0.6
坎贝尔的丰盛丰盛蔬菜汤,Campbell's Chunky Hearty Veg Soup,4.5,2.25,4.5,2.25
坎贝尔的浓稠奶油蔬菜汤,Campbell's Chunky Creamy Veg Soup,4.5,2.25,4.5,2.25
坎贝尔的南瓜鹰嘴豆汤,Campbell's Chunky Pumpkin & Chickpea Soup,3.0,2.25,4.5,0.75
赫尔加的土耳其白面包,Helga's Turkish Bread White,4.0,3.2,4.0,0.8
香港点心厨房猪肉点心,Hong Kong Dim Sim Kitchen Pork Dim Sims,8.5,4.25,8.5,4.25
黎巴嫩黄瓜,Lebanese Cucumbers,1.26,1.26,1.26,0.0
桑尼维尔胆固醇传播,Sunnyvale Cholesterol Spread,4.49,4.49,4.49,0.0
RSPCA 批准的鸡肉小吃是拉差辣椒,RSPCA Approved Chicken Nibbles Chilli Sriracha,4.5,4.5,4.5,0.0
CSR 黄金糖浆挤压,CSR Golden Syrup Squeeze,4.4,4.4,5.1,0.0
黑金姜坚果,Black & Gold Ginger Nuts,1.95,1.6,1.95,0.35
阳光苏丹娜,Sunbeam Sultanas,9.0,8.2,9.0,0.8
三三橄榄酿,Three Threes Olives Stuffed,2.99,2.99,5.45,0.0
三三甜芥末泡菜,Three Threes Sweet Mustard Pickles,2.25,2.0,2.25,0.25
Leggo的意大利面酱肉酱培根,Leggo's Pasta Sauce Bolognese Bacon,4.5,4.5,4.5,0.0
MeadowLea 原味人造黄油酱,MeadowLea Original Margarine Spread,4.95,4.0,5.0,0.95
鸟眼冷冻西兰花小花,Birds Eye Frozen Broccoli Florets,4.5,4.5,4.5,0.0
鸟眼杂菜炒马来西亚风味,Birds Eye Mixed Vegetable Stir Fry Malaysian Style,4.5,4.05,4.5,0.45
泰式鸟眼炒混合,Birds Eye Stir Fry Mix Thai,4.5,4.05,4.5,0.45
鉴赏家冰淇淋比利时巧克力,Connoisseur Ice Cream Belgian Chocolate,12.0,6.6,12.0,5.4
鉴赏家冰淇淋经典香草 1l 桶,Connoisseur Ice Cream Classic Vanilla 1l Tub,12.0,6.6,12.0,5.4
鉴赏家冰淇淋饼干和奶油,Connoisseur Ice Cream Cookies & Cream,12.0,6.6,12.0,5.4
鉴赏家冰淇淋草莓,Connoisseur Ice Cream Strawberry ,12.0,6.0,12.0,6.0
鉴赏家薄荷饼干冰淇淋桶,Connoisseur Mint With Cookies Ice Cream Tub,12.0,6.6,12.0,5.4
Woolworths 经典凉拌卷心菜套件,Woolworths Classic Coleslaw Kit,4.0,4.0,4.5,0.0
Woolworths 胡萝卜西兰花和花椰菜混合,Woolworths Carrot Broccoli & Cauliflower Mix,6.75,6.75,6.75,0.0
宏观鸡翅轻咬自由放养,Macro Chicken Wing Nibbles Free Range,8.0,7.2,8.0,0.8
Woolworths Cook 鸡翅小吃蜂蜜大豆,Woolworths Cook Chicken Wing Nibbles Honey Soy,8.0,8.0,10.0,0.0
鸡翅蜂蜜大豆,Chicken Wings Honey Soy,9.0,8.0,10.0,1.0
水牛鸡翅,Chicken Wings Buffalo,9.0,8.0,10.0,1.0
Woolworths 甜烟熏烧烤鸡翅,Woolworths Sweet & Smokey Bbq Chicken Wings,9.0,8.0,9.0,1.0
Woolworths Rspca 批准的鸡大腿肉片,Woolworths Rspca Approved Chicken Thigh Cutlets,6.65,6.3,6.65,0.35
Woolworths Cook 鸡翅小食甜辣椒果酱,Woolworths Cook Chicken Wing Nibbles Sweet Chilli Jam,8.0,8.0,10.0,0.0
Woolworths Chicken Rscpa 批准鸡翅,Woolworths Chicken Rscpa Approved Chicken Wings,15.84,10.2,15.84,5.64
Nirvana Organics 甜叶菊液体 30 毫升,Nirvana Organics Stevia Liquid 30Ml,8.95,8.95,8.95,0.0
宏经典豆腐常规,Macro Classic Tofu Regular,4.5,4.5,4.5,0.0
金北柠檬冰糕,Golden North Lemon Sorbet,9.0,5.5,9.0,3.5
金北芒果冰糕,Golden North Mango Sorbet,9.0,5.5,9.0,3.5
金北百香果冰糕,Golden North Passionfruit Sorbet,9.0,5.5,9.0,3.5
Blueline Seafood 经典碎鱼片,Blueline Seafood Classic Crumbed Fish Fillets,9.0,9.0,9.0,0.0
内德的巧克力牛奶,Nedd's Choccy Milk,4.5,3.5,4.5,1.0
内德的冰咖啡,Nedd's Ice Coffee,4.5,3.5,4.5,1.0
Woolworths 原味米饼,Woolworths Original Rice Crackers,1.0,0.9,1.0,0.1
Woolworths 浓郁烧烤米饼,Woolworths Tangy Bbq Rice Crackers,1.0,0.9,1.0,0.1
Woolworths 米饼海藻,Woolworths Rice Cracker Seaweed,1.0,0.9,1.0,0.1
Vit-hit 精益与绿色,Vit-hit Lean & Green,4.0,2.25,4.5,1.75
Vit-hit 表演,Vit-hit Perform,4.5,4.5,4.5,0.0
热门免疫茶火龙果和柚子,Vit-hit Immunitea Dragonfruit & Yuzu,4.0,2.25,4.5,1.75
Superboost 能量加葡萄,Superboost Energy Plus Grape,4.5,2.7,4.5,1.8
超级增强免疫力,Superboost Immunity,4.5,2.7,4.5,1.8
Superboost 草莓西瓜,Superboost Strawberry Watermelon,2.7,2.7,4.5,0.0
番茄酱亨氏豆,Heinz Beanz in Tomato Sauce,2.1,2.0,2.1,0.1
亨氏番茄酱意大利面,Heinz Spaghetti Tomato Sauce,2.1,2.0,2.1,0.1
MasterFoods 牛肉沙拉酱,MasterFoods Beef Stroganoff Simmer Sauce,4.5,4.5,4.5,0.0
Helga 的传统全麦迷你面包,Helga's Traditional Wholemeal Mini Loaf,3.9,3.29,4.0,0.61
穆蒂·苏戈·森普利斯·那不勒斯,Mutti Sugo Semplice Napoletana,4.5,2.7,4.5,1.8
达里的丰盛鸡汤,Dari's Hearty Chicken Soup,6.8,5.0,6.8,1.8
达里鸡肉玉米汤,Dari's Chicken & Corn Soup,6.8,5.0,6.8,1.8
达里鸡汤面,Dari's Chicken Noodle Soup,6.8,5.0,6.8,1.8
达里的扁豆汤,Dari's Lentil Soup,6.8,5.0,6.8,1.8
达里的经典南瓜汤,Dari's Classic Pumpkin Soup,6.8,5.0,6.8,1.8
达里的经典蔬菜汤,Dari's Classic Vegetable Soup,6.8,5.0,6.8,1.8
达里的粗通心粉汤汤,Dari's Chunky Minestrone Soup,6.8,5.0,6.8,1.8
达里的豌豆火腿汤,Dari's Pea & Ham Soup,6.8,5.0,6.8,1.8
达里的奶油蘑菇汤,Dari's Creamy Mushroom Soup,6.8,5.0,6.8,1.8
达里古谷物汤,Dari's Ancient Grain Soup,6.8,5.0,6.8,1.8
达里的法式洋葱汤,Dari's French Onion Soup,6.8,5.0,6.8,1.8
南娜的大黄苹果碎,Nanna's Rhubarb & Apple Crumble,5.0,4.0,5.0,1.0
橡木迷你巧克力味牛奶,Oak Mini Chocolate Flavoured Milk,2.75,2.75,2.75,0.0
橡木迷你草莓味牛奶,Oak Mini Strawberry Flavoured Milk,2.75,2.75,2.75,0.0
黑金椰丝,Black & Gold Shredded Coconut,2.3,2.3,2.3,0.0
格林的酪乳煎饼奶昔混合物,Green's Buttermilk Pancake Shake Mix,3.05,3.0,3.5,0.05
格林巧克力布朗尼混合料,Green's Chocolate Brownie Mix,3.3,2.8,3.8,0.5
格林枫糖浆煎饼奶昔,Green's Maple Syrup Pancake Shake,3.05,3.0,3.5,0.05
三三腌洋葱,Three Threes Pickled Onions,1.99,1.99,4.8,0.0
Dolmio 特级博洛尼亚意大利面酱,Dolmio Extra Bolognese Pasta Sauce,4.6,2.3,4.6,2.3
Dolmio 额外四种奶酪意大利面酱,Dolmio Extra Four Cheese Pasta Sauce,4.6,2.3,4.6,2.3
Dolmio 特级意大利香草意大利面酱,Dolmio Extra Italian Herbs Pasta Sauce,4.6,2.3,4.6,2.3
Dolmio 特级红酒和意大利香草意大利面酱,Dolmio Extra Red Wine and Italian Herbs Pasta Sauce,4.6,2.3,4.6,2.3
Dolmio 特低盐番茄、洋葱和烤大蒜,"Dolmio Extra Reduced Salt Tomato, Onion & Roasted Garlic",4.6,2.3,4.6,2.3
Dolmio 特辣辣椒番茄意大利面酱,Dolmio Extra Spicy Peppers Tomato Pasta Sauce,4.6,2.3,4.6,2.3
Dolmio 额外番茄洋葱烤大蒜意大利面酱,Dolmio Extra Tomato Onion & Roast Garlic Pasta Sauce,4.6,2.3,4.6,2.3
MasterFoods 慢煮温和咖喱鸡烹饪酱,MasterFoods Slow Cook Mild Chicken Curry Cooking Sauce,4.5,4.5,4.5,0.0
家乐氏脆坚果玉米片,Kellogg's Crunchy Nut Cornflakes,7.0,3.85,7.0,3.15
